Section,Starting_x,Starting_y,End_x,End_y
10,-526.366501,-573.500410,-521.785001,-571.517671
10,-521.785001,-571.517671,-517.201924,-569.541768
10,-517.201924,-569.541768,-512.618986,-567.564470
10,-512.618986,-567.564470,-508.037906,-565.577543
10,-508.037906,-565.577543,-503.460400,-563.572755
10,-503.460400,-563.572755,-498.888185,-561.541874
10,-498.888185,-561.541874,-494.324629,-559.475302
10,-494.324629,-559.475302,-489.782616,-557.355574
10,-489.782616,-557.355574,-485.278431,-555.162412
10,-485.278431,-555.162412,-480.828361,-552.875536
10,-480.828361,-552.875536,-476.448696,-550.474665
10,-476.448696,-550.474665,-472.155724,-547.939519
10,-472.155724,-547.939519,-467.965734,-545.249818
10,-467.965734,-545.249818,-463.892762,-542.388323
10,-463.892762,-542.388323,-459.925937,-539.371490
10,-459.925937,-539.371490,-456.038886,-536.236731
10,-456.038886,-536.236731,-452.205010,-533.021768
10,-452.205010,-533.021768,-448.407506,-529.753729
10,-448.407506,-529.753729,-444.660358,-526.426446
10,-444.660358,-526.426446,-440.983576,-523.027231
10,-440.983576,-523.027231,-437.396693,-519.543743
10,-437.396693,-519.543743,-433.907143,-515.972371
10,-433.907143,-515.972371,-430.509654,-512.318680
10,-430.509654,-512.318680,-427.198347,-508.588669
10,-427.198347,-508.588669,-423.967346,-504.788338
10,-423.967346,-504.788338,-420.810773,-500.923686
10,-420.810773,-500.923686,-417.722751,-497.000713
10,-417.722751,-497.000713,-414.697403,-493.025419
10,-414.697403,-493.025419,-411.728851,-489.003803
10,-411.728851,-489.003803,-408.811218,-484.941865
10,-408.811218,-484.941865,-405.938627,-480.845604
10,-405.938627,-480.845604,-403.105200,-476.721020
10,-403.105200,-476.721020,-400.305061,-472.574112
10,-400.305061,-472.574112,-397.532331,-468.410881
10,-397.532331,-468.410881,-394.781134,-464.237325
10,-394.781134,-464.237325,-392.045414,-460.058649
10,-392.045414,-460.058649,-389.318554,-455.877565
11,-389.318554,-455.877565,-386.593831,-451.696298
11,-386.593831,-451.696298,-383.864518,-447.517069
11,-383.864518,-447.517069,-381.123890,-443.342105
11,-381.123890,-443.342105,-378.365222,-439.173627
11,-378.365222,-439.173627,-375.581789,-435.013861
11,-375.581789,-435.013861,-372.767974,-430.864536
11,-372.767974,-430.864536,-369.946064,-426.714974
11,-369.946064,-426.714974,-367.167646,-422.541464
11,-367.167646,-422.541464,-364.485696,-418.319678
11,-364.485696,-418.319678,-361.953191,-414.025288
11,-361.953191,-414.025288,-359.623107,-409.633965
11,-359.623107,-409.633965,-357.548421,-405.121383
11,-357.548421,-405.121383,-355.782368,-400.463472
11,-355.782368,-400.463472,-354.401670,-395.659762
11,-354.401670,-395.659762,-353.524906,-390.751836
11,-353.524906,-390.751836,-353.274978,-385.785619
11,-353.274978,-385.785619,-353.765119,-380.811790
11,-353.765119,-380.811790,-355.003148,-375.932869
11,-355.003148,-375.932869,-356.932036,-371.283263
11,-356.932036,-371.283263,-359.493798,-366.997823
11,-359.493798,-366.997823,-362.617349,-363.166441
11,-362.617349,-363.166441,-366.191392,-359.741063
11,-366.191392,-359.741063,-370.096949,-356.647263
11,-370.096949,-356.647263,-374.216016,-353.810205
11,-374.216016,-353.810205,-378.453848,-351.145300
11,-378.453848,-351.145300,-382.739394,-348.558019
11,-382.739394,-348.558019,-387.002672,-345.953388
11,-387.002672,-345.953388,-391.183110,-343.247374
11,-391.183110,-343.247374,-395.272060,-340.416308
11,-395.272060,-340.416308,-399.278679,-337.457219
11,-399.278679,-337.457219,-403.212141,-334.367156
12,-403.212141,-334.367156,-407.071243,-331.140300
12,-407.071243,-331.140300,-410.797530,-327.755003
12,-410.797530,-327.755003,-414.312913,-324.184189
12,-414.312913,-324.184189,-417.539826,-320.401036
12,-417.539826,-320.401036,-420.443938,-316.399376
12,-420.443938,-316.399376,-423.064928,-312.208395
12,-423.064928,-312.208395,-425.449738,-307.860749
12,-425.449738,-307.860749,-427.645309,-303.389094
12,-427.645309,-303.389094,-429.698583,-298.826083
12,-429.698583,-298.826083,-431.656499,-294.204372
12,-431.656499,-294.204372,-433.565992,-289.556613
12,-433.565992,-289.556613,-435.463858,-284.908243
12,-435.463858,-284.908243,-437.356545,-280.263114
12,-437.356545,-280.263114,-439.244845,-275.621054
12,-439.244845,-275.621054,-441.129549,-270.981893
12,-441.129549,-270.981893,-443.011448,-266.345458
12,-443.011448,-266.345458,-444.891336,-261.711579
12,-444.891336,-261.711579,-446.770003,-257.080083
12,-446.770003,-257.080083,-448.648242,-252.450799
12,-448.648242,-252.450799,-450.526844,-247.823555
12,-450.526844,-247.823555,-452.406602,-243.198181
12,-452.406602,-243.198181,-454.288306,-238.574504
12,-454.288306,-238.574504,-456.172749,-233.952354
12,-456.172749,-233.952354,-458.060723,-229.331557
12,-458.060723,-229.331557,-459.953019,-224.711945
12,-459.953019,-224.711945,-461.850385,-220.093353
12,-461.850385,-220.093353,-463.753098,-215.475726
12,-463.753098,-215.475726,-465.661161,-210.859068
12,-465.661161,-210.859068,-467.574570,-206.243384
12,-467.574570,-206.243384,-469.493322,-201.628680
12,-469.493322,-201.628680,-471.417414,-197.014962
12,-471.417414,-197.014962,-473.346845,-192.402234
12,-473.346845,-192.402234,-475.281609,-187.790503
12,-475.281609,-187.790503,-477.221706,-183.179773
12,-477.221706,-183.179773,-479.167131,-178.570051
12,-479.167131,-178.570051,-481.117883,-173.961341
12,-481.117883,-173.961341,-483.073957,-169.353649
12,-483.073957,-169.353649,-485.035352,-164.746981
13,-485.035352,-164.746981,-487.002064,-160.141342
13,-487.002064,-160.141342,-488.974091,-155.536738
13,-488.974091,-155.536738,-490.946563,-150.931848
13,-490.946563,-150.931848,-492.888065,-146.318123
13,-492.888065,-146.318123,-494.758171,-141.684560
13,-494.758171,-141.684560,-496.516453,-137.020155
13,-496.516453,-137.020155,-498.122478,-132.313902
13,-498.122478,-132.313902,-499.535816,-127.554797
13,-499.535816,-127.554797,-500.716035,-122.731834
13,-500.716035,-122.731834,-501.625061,-117.835898
13,-501.625061,-117.835898,-502.249245,-112.877448
13,-502.249245,-112.877448,-502.589400,-107.878536
13,-502.589400,-107.878536,-502.646529,-102.861364
13,-502.646529,-102.861364,-502.421632,-97.848134
13,-502.421632,-97.848134,-501.915712,-92.861048
13,-501.915712,-92.861048,-501.129770,-87.922310
13,-501.129770,-87.922310,-500.064995,-83.053666
13,-500.064995,-83.053666,-498.726836,-78.266456
13,-498.726836,-78.266456,-497.124994,-73.561625
13,-497.124994,-73.561625,-495.269357,-68.939669
13,-495.269357,-68.939669,-493.169121,-64.404029
13,-493.169121,-64.404029,-490.829761,-59.973989
13,-490.829761,-59.973989,-488.255509,-55.674145
13,-488.255509,-55.674145,-485.450567,-51.529078
13,-485.450567,-51.529078,-482.417285,-47.562050
13,-482.417285,-47.562050,-479.154880,-43.794103
13,-479.154880,-43.794103,-475.662268,-40.246064
13,-475.662268,-40.246064,-471.940954,-36.935726
13,-471.940954,-36.935726,-468.018940,-33.849823
13,-468.018940,-33.849823,-463.939757,-30.956881
13,-463.939757,-30.956881,-459.747126,-28.225203
13,-459.747126,-28.225203,-455.477254,-25.626231
13,-455.477254,-25.626231,-451.144210,-23.140659
13,-451.144210,-23.140659,-446.758007,-20.750882
13,-446.758007,-20.750882,-442.328656,-18.439291
13,-442.328656,-18.439291,-437.866169,-16.188278
13,-437.866169,-16.188278,-433.380558,-13.980237
13,-433.380558,-13.980237,-428.881834,-11.797558
13,-428.881834,-11.797558,-424.378869,-9.624583
13,-424.378869,-9.624583,-419.874427,-7.456055
13,-419.874427,-7.456055,-415.369241,-5.290186
13,-415.369241,-5.290186,-410.864044,-3.125186
13,-410.864044,-3.125186,-406.359567,-0.959269
14,-406.359567,-0.959269,-401.856544,1.209354
14,-401.856544,1.209354,-397.355706,3.382471
14,-397.355706,3.382471,-392.857733,5.561745
14,-392.857733,5.561745,-388.362778,7.747575
14,-388.362778,7.747575,-383.870687,9.939617
14,-383.870687,9.939617,-379.381299,12.137520
14,-379.381299,12.137520,-374.894457,14.340933
14,-374.894457,14.340933,-370.410000,16.549504
14,-370.410000,16.549504,-365.927771,18.762882
14,-365.927771,18.762882,-361.447610,20.980716
14,-361.447610,20.980716,-356.969358,23.202654
14,-356.969358,23.202654,-352.492856,25.428344
14,-352.492856,25.428344,-348.017945,27.657435
14,-348.017945,27.657435,-343.544467,29.889576
14,-343.544467,29.889576,-339.072261,32.124415
14,-339.072261,32.124415,-334.601169,34.361600
14,-334.601169,34.361600,-330.131032,36.600781
14,-330.131032,36.600781,-325.661691,38.841606
14,-325.661691,38.841606,-321.192988,41.083723
14,-321.192988,41.083723,-316.724762,43.326781
14,-316.724762,43.326781,-312.256855,45.570428
14,-312.256855,45.570428,-307.789108,47.814313
14,-307.789108,47.814313,-303.321362,50.058085
14,-303.321362,50.058085,-298.853458,52.301392
14,-298.853458,52.301392,-294.385237,54.543883
14,-294.385237,54.543883,-289.916540,56.785205
14,-289.916540,56.785205,-285.447208,59.025009
14,-285.447208,59.025009,-280.977081,61.262941
14,-280.977081,61.262941,-276.506002,63.498652
14,-276.506002,63.498652,-272.033810,65.731789
14,-272.033810,65.731789,-267.560348,67.962001
14,-267.560348,67.962001,-263.085460,70.188947
14,-263.085460,70.188947,-258.609106,72.412556
14,-258.609106,72.412556,-254.131356,74.633015
14,-254.131356,74.633015,-249.652287,76.850527
14,-249.652287,76.850527,-245.171973,79.065291
14,-245.171973,79.065291,-240.690491,81.277510
14,-240.690491,81.277510,-236.207916,83.487383
14,-236.207916,83.487383,-231.724323,85.695112
14,-231.724323,85.695112,-227.239788,87.900898
14,-227.239788,87.900898,-222.754387,90.104942
14,-222.754387,90.104942,-218.268195,92.307444
14,-218.268195,92.307444,-213.781288,94.508606
14,-213.781288,94.508606,-209.293741,96.708629
14,-209.293741,96.708629,-204.805631,98.907713
14,-204.805631,98.907713,-200.317032,101.106060
14,-200.317032,101.106060,-195.828020,103.303870
14,-195.828020,103.303870,-191.338671,105.501344
14,-191.338671,105.501344,-186.849060,107.698684
14,-186.849060,107.698684,-182.359263,109.896090
14,-182.359263,109.896090,-177.869356,112.093764
14,-177.869356,112.093764,-173.379413,114.291905
14,-173.379413,114.291905,-168.889512,116.490716
14,-168.889512,116.490716,-164.399727,118.690397
14,-164.399727,118.690397,-159.910133,120.891148
14,-159.910133,120.891148,-155.420808,123.093172
14,-155.420808,123.093172,-150.931825,125.296669
14,-150.931825,125.296669,-146.443260,127.501839
14,-146.443260,127.501839,-141.955190,129.708885
14,-141.955190,129.708885,-137.467690,131.918006
14,-137.467690,131.918006,-132.980834,134.129399
14,-132.980834,134.129399,-128.494610,136.342877
14,-128.494610,136.342877,-124.008862,138.557614
14,-124.008862,138.557614,-119.523418,140.772719
14,-119.523418,140.772719,-115.038107,142.987304
14,-115.038107,142.987304,-110.552758,145.200480
14,-110.552758,145.200480,-106.067201,147.411357
15,-106.067201,147.411357,-101.581264,149.619046
15,-101.581264,149.619046,-97.094777,151.822659
15,-97.094777,151.822659,-92.607568,154.021306
15,-92.607568,154.021306,-88.119467,156.214098
15,-88.119467,156.214098,-83.630302,158.400146
15,-83.630302,158.400146,-79.139902,160.578561
15,-79.139902,160.578561,-74.648098,162.748454
15,-74.648098,162.748454,-70.154717,164.908935
15,-70.154717,164.908935,-65.659516,167.059159
15,-65.659516,167.059159,-61.160611,169.199242
15,-61.160611,169.199242,-56.654491,171.330261
15,-56.654491,171.330261,-52.137573,173.453330
15,-52.137573,173.453330,-47.606276,175.569566
15,-47.606276,175.569566,-43.057019,177.680084
15,-43.057019,177.680084,-38.486220,179.786001
15,-38.486220,179.786001,-33.890732,181.888843
15,-33.890732,181.888843,-29.300128,184.021212
15,-29.300128,184.021212,-24.798972,186.267925
15,-24.798972,186.267925,-20.477095,188.718802
15,-20.477095,188.718802,-16.424327,191.463665
15,-16.424327,191.463665,-12.730501,194.592334
15,-12.730501,194.592334,-9.485447,198.194630
15,-9.485447,198.194630,-6.778990,202.360290
15,-6.778990,202.360290,-4.695085,207.092151
15,-4.695085,207.092151,-3.300699,212.141668
15,-3.300699,212.141668,-2.659744,217.215098
15,-2.659744,217.215098,-2.860495,222.023785
15,-2.860495,222.023785,-4.509320,226.381356
15,-4.509320,226.381356,-8.016107,229.734495
15,-8.016107,229.734495,-12.598444,231.833792
15,-12.598444,231.833792,-17.418198,233.347515
15,-17.418198,233.347515,-22.266518,234.558255
15,-22.266518,234.558255,-27.130853,235.615842
15,-27.130853,235.615842,-31.998793,236.669008
15,-31.998793,236.669008,-36.862890,237.800340
15,-36.862890,237.800340,-41.723507,238.988288
15,-41.723507,238.988288,-46.581692,240.202150
15,-46.581692,240.202150,-51.438475,241.413216
15,-51.438475,241.413216,-56.294714,242.611458
15,-56.294714,242.611458,-61.151168,243.797078
15,-61.151168,243.797078,-66.008598,244.970384
15,-66.008598,244.970384,-70.867762,246.131684
15,-70.867762,246.131684,-75.729421,247.281287
16,-75.729421,247.281287,-80.594333,248.419498
16,-80.594333,248.419498,-85.463000,249.547638
17,-85.463000,249.547638,-90.330650,250.687545
17,-90.330650,250.687545,-95.187605,251.880160
17,-95.187605,251.880160,-100.023999,253.167153
17,-100.023999,253.167153,-104.841906,254.536484
17,-104.841906,254.536484,-109.702813,255.708807
17,-109.702813,255.708807,-114.646577,256.320120
17,-114.646577,256.320120,-119.515125,256.002164
17,-119.515125,256.002164,-124.179746,254.628702
17,-124.179746,254.628702,-128.654008,252.454746
17,-128.654008,252.454746,-132.963811,249.768358
17,-132.963811,249.768358,-137.135132,246.855890
17,-137.135132,246.855890,-141.198394,243.901121
17,-141.198394,243.901121,-145.190912,240.928925
17,-145.190912,240.928925,-149.150593,237.950512
17,-149.150593,237.950512,-153.116475,234.981063
17,-153.116475,234.981063,-157.138002,232.072233
17,-157.138002,232.072233,-161.270218,229.295318
17,-161.270218,229.295318,-165.568175,226.721784
18,-165.568175,226.721784,-170.059260,224.410890
18,-170.059260,224.410890,-174.696497,222.389086
18,-174.696497,222.389086,-179.420549,220.677369
18,-179.420549,220.677369,-184.174533,219.295771
18,-184.174533,219.295771,-188.949632,218.245436
18,-188.949632,218.245436,-193.780839,217.510298
18,-193.780839,217.510298,-198.704753,217.073658
18,-198.704753,217.073658,-203.739909,216.931690
18,-203.739909,216.931690,-208.818175,217.142330
18,-208.818175,217.142330,-213.845455,217.782018
18,-213.845455,217.782018,-218.728151,218.926392
18,-218.728151,218.926392,-223.401208,220.605491
18,-223.401208,220.605491,-227.842914,222.780100
18,-227.842914,222.780100,-232.035181,225.405213
18,-232.035181,225.405213,-235.959923,228.435823
18,-235.959923,228.435823,-239.599053,231.826924
18,-239.599053,231.826924,-242.934484,235.533510
18,-242.934484,235.533510,-245.948135,239.510583
18,-245.948135,239.510583,-248.624333,243.717394
18,-248.624333,243.717394,-250.953649,248.124198
18,-250.953649,248.124198,-252.927650,252.703005
18,-252.927650,252.703005,-254.537902,257.425828
18,-254.537902,257.425828,-255.775974,262.264678
18,-255.775974,262.264678,-256.633430,267.191567
18,-256.633430,267.191567,-257.101839,272.178507
18,-257.101839,272.178507,-257.172780,277.196978
18,-257.172780,277.196978,-256.838037,282.208767
18,-256.838037,282.208767,-256.089579,287.167189
18,-256.089579,287.167189,-254.919379,292.025270
18,-254.919379,292.025270,-253.319412,296.736041
18,-253.319412,296.736041,-251.281650,301.252529
18,-251.281650,301.252529,-248.798068,305.527764
18,-248.798068,305.527764,-245.861591,309.515579
18,-245.861591,309.515579,-242.514056,313.211285
18,-242.514056,313.211285,-238.868777,316.670798
18,-238.868777,316.670798,-235.044733,319.954837
18,-235.044733,319.954837,-231.152991,323.122196
18,-231.152991,323.122196,-227.237073,326.215208
18,-227.237073,326.215208,-223.306272,329.267865
18,-223.306272,329.267865,-219.369610,332.314070
18,-219.369610,332.314070,-215.433928,335.378199
18,-215.433928,335.378199,-211.500557,338.460533
18,-211.500557,338.460533,-207.569969,341.557602
18,-207.569969,341.557602,-203.642638,344.665937
18,-203.642638,344.665937,-199.719037,347.782067
19,-199.719037,347.782067,-195.799637,350.902525
19,-195.799637,350.902525,-191.884913,354.023839
19,-191.884913,354.023839,-187.975309,357.143344
19,-187.975309,357.143344,-184.071148,360.262053
19,-184.071148,360.262053,-180.172715,363.382023
19,-180.172715,363.382023,-176.280297,366.505316
19,-176.280297,366.505316,-172.394179,369.633990
19,-172.394179,369.633990,-168.514649,372.770106
20,-168.514649,372.770106,-164.641991,375.915724
20,-164.641991,375.915724,-160.776492,379.072904
20,-160.776492,379.072904,-156.918438,382.243705
20,-156.918438,382.243705,-153.068115,385.430187
20,-153.068115,385.430187,-149.225809,388.634411
20,-149.225809,388.634411,-145.391807,391.858435
20,-145.391807,391.858435,-141.566395,395.104321
20,-141.566395,395.104321,-137.749857,398.374127
20,-137.749857,398.374127,-133.942406,401.669770
20,-133.942406,401.669770,-130.113428,404.934715
20,-130.113428,404.934715,-126.154339,407.964564
20,-126.154339,407.964564,-121.944411,410.531892
20,-121.944411,410.531892,-117.373089,412.413109
20,-117.373089,412.413109,-112.511103,413.452977
20,-112.511103,413.452977,-107.585283,413.555116
20,-107.585283,413.555116,-102.827557,412.625065
20,-102.827557,412.625065,-98.415291,410.637253
20,-98.415291,410.637253,-94.282295,407.873581
20,-94.282295,407.873581,-90.294452,404.701704
20,-90.294452,404.701704,-86.319016,401.485643
20,-86.319016,401.485643,-82.286275,398.422281
20,-82.286275,398.422281,-78.214509,395.475199
20,-78.214509,395.475199,-74.128535,392.590646
20,-74.128535,392.590646,-70.051119,389.718828
20,-70.051119,389.718828,-65.988489,386.841930
20,-65.988489,386.841930,-61.938870,383.957602
20,-61.938870,383.957602,-57.900438,381.063592
20,-57.900438,381.063592,-53.871366,378.157650
21,-53.871366,378.157650,-49.849829,375.237527
21,-49.849829,375.237527,-45.834001,372.300971
21,-45.834001,372.300971,-41.822057,369.345733
21,-41.822057,369.345733,-37.812170,366.369561
21,-37.812170,366.369561,-33.802516,363.370207
21,-33.802516,363.370207,-29.791269,360.345419
21,-29.791269,360.345419,-25.776603,357.292947
21,-25.776603,357.292947,-21.756692,354.210541
21,-21.756692,354.210541,-17.729711,351.095951
21,-17.729711,351.095951,-13.693039,347.951510
21,-13.693039,347.951510,-9.607462,344.990398
21,-9.607462,344.990398,-5.382673,342.720205
21,-5.382673,342.720205,-0.924566,341.670407
21,-0.924566,341.670407,3.790580,342.307311
21,3.790580,342.307311,8.239616,344.606437
21,8.239616,344.606437,11.790677,348.233211
21,11.790677,348.233211,14.939827,352.236390
21,14.939827,352.236390,18.317195,355.885877
21,18.317195,355.885877,21.657271,359.617938
21,21.657271,359.617938,24.957580,363.383059
22,24.957580,363.383059,29.050795,365.704496
22,29.050795,365.704496,33.894106,366.047907
22,33.894106,366.047907,38.687219,364.809573
22,38.687219,364.809573,43.184225,362.625197
22,43.184225,362.625197,47.551415,360.165853
22,47.551415,360.165853,51.838902,357.588270
22,51.838902,357.588270,56.064889,354.919533
22,56.064889,354.919533,60.247583,352.186723
22,60.247583,352.186723,64.405187,349.416925
22,64.405187,349.416925,68.555906,346.637220
22,68.555906,346.637220,72.717945,343.874692
22,72.717945,343.874692,76.909145,341.155871
22,76.909145,341.155871,81.133155,338.485805
22,81.133155,338.485805,85.375192,335.841632
22,85.375192,335.841632,89.619240,333.198623
22,89.619240,333.198623,93.849284,330.532049
22,93.849284,330.532049,98.049306,327.817182
23,98.049306,327.817182,102.203292,325.029294
23,102.203292,325.029294,106.295198,322.143664
23,106.295198,322.143664,110.303341,319.137222
23,110.303341,319.137222,114.193448,315.990589
23,114.193448,315.990589,117.929544,312.684881
23,117.929544,312.684881,121.475653,309.201217
23,121.475653,309.201217,124.795798,305.520714
23,124.795798,305.520714,127.854003,301.624490
23,127.854003,301.624490,130.614292,297.493662
23,130.614292,297.493662,133.054814,293.123961
23,133.054814,293.123961,135.209609,288.568926
23,135.209609,288.568926,137.126535,283.896398
23,137.126535,283.896398,138.852180,279.173210
23,138.852180,279.173210,140.384900,274.428044
23,140.384900,274.428044,141.661092,269.640576
23,141.661092,269.640576,142.613084,264.787263
23,142.613084,264.787263,143.184184,259.849823
23,143.184184,259.849823,143.397344,254.848132
23,143.397344,254.848132,143.310621,249.818885
23,143.310621,249.818885,142.982228,244.798853
23,142.982228,244.798853,142.462535,239.821463
23,142.462535,239.821463,141.745280,234.896008
23,141.745280,234.896008,140.799330,230.021182
23,140.799330,230.021182,139.593513,225.195675
23,139.593513,225.195675,138.108996,220.425881
23,138.108996,220.425881,136.353919,215.735032
23,136.353919,215.735032,134.339977,211.148580
23,134.339977,211.148580,132.080912,206.689585
23,132.080912,206.689585,129.619855,202.346644
23,129.619855,202.346644,127.021969,198.082527
23,127.021969,198.082527,124.352949,193.859377
23,124.352949,193.859377,121.667267,189.645805
23,121.667267,189.645805,118.975915,185.435476
23,118.975915,185.435476,116.279365,181.228118
23,116.279365,181.228118,113.578083,177.023461
23,113.578083,177.023461,110.872539,172.821235
23,110.872539,172.821235,108.163203,168.621169
23,108.163203,168.621169,105.450542,164.422992
23,105.450542,164.422992,102.735026,160.226434
23,102.735026,160.226434,100.017124,156.031223
24,100.017124,156.031223,97.297305,151.837090
24,97.297305,151.837090,94.576037,147.643763
24,94.576037,147.643763,91.853790,143.450973
24,91.853790,143.450973,89.131032,139.258447
24,89.131032,139.258447,86.408232,135.065916
24,86.408232,135.065916,83.685842,130.873120
24,83.685842,130.873120,80.964048,126.679950
24,80.964048,126.679950,78.242844,122.486411
24,78.242844,122.486411,75.522216,118.292512
24,75.522216,118.292512,72.802152,114.098260
24,72.802152,114.098260,70.082638,109.903664
24,70.082638,109.903664,67.363663,105.708731
24,67.363663,105.708731,64.645213,101.513469
24,64.645213,101.513469,61.927276,97.317887
24,61.927276,97.317887,59.209839,93.121991
24,59.209839,93.121991,56.492888,88.925791
24,56.492888,88.925791,53.776412,84.729295
24,53.776412,84.729295,51.060398,80.532509
24,51.060398,80.532509,48.344832,76.335442
24,48.344832,76.335442,45.629702,72.138103
24,45.629702,72.138103,42.914996,67.940499
24,42.914996,67.940499,40.200700,63.742638
24,40.200700,63.742638,37.486802,59.544527
24,37.486802,59.544527,34.773288,55.346176
24,34.773288,55.346176,32.060147,51.147592
24,32.060147,51.147592,29.347365,46.948783
24,29.347365,46.948783,26.634930,42.749756
24,26.634930,42.749756,23.922829,38.550521
24,23.922829,38.550521,21.211049,34.351084
24,21.211049,34.351084,18.499577,30.151454
24,18.499577,30.151454,15.788401,25.951639
24,15.788401,25.951639,13.077508,21.751647
24,13.077508,21.751647,10.366884,17.551485
24,10.366884,17.551485,7.656518,13.351163
24,7.656518,13.351163,4.946397,9.150687
24,4.946397,9.150687,2.236507,4.950065
